"business_product_id";"name";"name_or_number";"discriminator";"product_type";"street";"house_number";"box_number";"postal_code";"city_name";"main_city_name";"promotional_region";"statistical_region";"x";"y";"lat";"long";"phone1";"phone2";"phone3";"email";"website";"status";"last_status_change_date";"notification_date";"acknowledgement_date";"comfort_class";"number_of_units";"maximum_capacity";"tva_type";"tva_acknowledgement";"tva_capacity";"tva_capacity_description";"tva_acknowledgement_date";"tva_principal_acknowledgement_date";"tva_revoke_date";"tva_suspension_date";"tva_suspension_removal_date";"deleted";"green_key_labeled";"accessibility_label";"changed_time"
"219576";"De Spreedonken";"De Spreedonken";"YOUTH_ACCOMMODATION";"BASE";"Gestelseweg";"12";"";"2491";"Olmen";"Balen";"antwerpseKempen";"antwerpseKempen";"203099.7";"201466.38";"51.12080499717409";"5.127157449848069";"+3214300975";"+32496125010";"";"despreedonken@hotmail.com";"www.despreedonken.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"125";"";"Jul 26 2006 02:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Apr  2 2018 10:04:20:290AM"
"346346";"De Steenakker";"De Steenakker";"YOUTH_ACCOMMODATION";"BASE";"VELDEKEN";"41";"";"9850";"Nevele";"Nevele";"meetjesland";"meetjesland";"90637.9852377098";"194396.3278263127";"51.057212";"3.520809";"";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"ACKNOWLEDGED_BY_PRINCIPLE";"";"";"";"Feb 18 2015 01:00:00:000AM";"";"";"";"0";"";"";"Apr  2 2018 10:23:44:607AM"
"220524";"De Steengroeve";"De Steengroeve";"YOUTH_ACCOMMODATION";"BASE";"Stevensveldstraat";"3";"";"9310";"Meldert";"Aalst";"scheldeland";"scheldeland";"133629.94";"180485.6";"50.93443148974016";"4.135896840640906";"+3252355328";"+32486861257";"";"f.de.brandt@skynet.be";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 11 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"";"";"";"";"";"0";"0";"";"Dec  5 2018 07:48:04:133AM"
"224734";"De Thuisbuizen";"De Thuisbuizen";"YOUTH_ACCOMMODATION";"BASE";"DONKSTRAAT";"50";"";"9700";"Bevere";"Oudenaarde";"vlaamseArdennen";"vlaamseArdennen";"94757.21099166342";"170319.1036675787";"50.841202";"3.583184";"+3255207030";"+32475691010";"";"hendrik@outsider.be";"http://www.theoutsidervlaamseardennen.be/nl/overnachtingen/thuisbuizen";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"A";"24";"";"Jul  4 2013 02:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Nov 20 2018 01:26:45:620PM"
"212565";"De Touwladder";"De Touwladder";"YOUTH_ACCOMMODATION";"BASE";"Ledegemstraat";"13";"b";"8890";"Dadizele";"Moorslede";"leieStreek";"leieStreek";"60498.4354107868";"172081.641671371";"50.85224308358789";"3.097740490509353";"+3256404810";"+32477572302";"";"detouwladder@ksj.be";"http://www.cjt.be/boekingscentrale/fiche.aspx?nr=8111";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"C";"50";"";"Jan 25 2006 01:00:00:000AM";"";"";"";"";"0";"0";"BASIC";"Nov 20 2018 01:26:59:120PM"
"264925";"De Valk";"De Valk";"HOSTEL";"BASE";"MELLESTRAAT";"18";"a";"9270";"Laarne";"Laarne";"scheldeland";"scheldeland";"112515.5238241233";"190218.8564234655";"51.021492";"3.833262";"+3292320075";"+32";"";"laarne@vjh.be";"https://www.jeugdherbergen.be/laarne";"NOTIFIED";"";"Mar 31 2017 10:00:00:000PM";"";"";"80";"80";"YOUTH";"HOSTEL";"80";"";"Sep 29 2006 02:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Sep 21 2018 10:14:04:253AM"
"212475";"De Velpe";"De Velpe";"YOUTH_ACCOMMODATION";"BASE";"Molensteenstraat";"2";"";"3360";"Opvelp";"Bierbeek";"hageland";"hageland";"180579.28";"167738.05";"50.81926175056034";"4.802700731040574";"+32 16 73 34 83";"+32498254272";"";"danie_horrevorst@boerenbond.be";"http://www.cjt.be/boekingscentrale/fiche.aspx?nr=1081";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"SUSPENDED";"40";"";"Dec 20 2011 01:00:00:000AM";"Mar 31 2009 02:00:00:000AM";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Apr  2 2018 10:06:19:940AM"
"346366";"De Verkeerde Wereld";"De Verkeerde Wereld";"YOUTH_ACCOMMODATION";"BASE";"DENTERGEMSTRAAT";"83";"";"8780";"Oostrozebeke";"Oostrozebeke";"leieStreek";"leieStreek";"78929.00783361573";"181242.746072419";"50.937669";"3.356378";"+32 56 66 50 14";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"";"";"";"";"";"1";"";"";"May 17 2018 02:09:01:373PM"
"224665";"De Viggel I";"De Viggel I";"YOUTH_ACCOMMODATION";"BASE";"GRUITRODERKIEZEL";"73";"";"3960";"Bree";"Bree";"limburgseKempen";"limburgseKempen";"236070.3210212888";"203007.0221813377";"51.131246";"5.597078";"+3289461248";"+32494846835";"";"viggelbree@gmail.com";"www.deviggelbree.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"100";"";"Apr 22 2009 02:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Apr  2 2018 10:22:06:140AM"
"224666";"De Viggel II";"De Viggel II";"YOUTH_ACCOMMODATION";"BASE";"GRUITRODERKIEZEL";"73";"";"3960";"Bree";"Bree";"limburgseKempen";"limburgseKempen";"236070.3210212888";"203007.0221813377";"51.131246";"5.597078";"+3289461248";"+32494846835";"";"viggelbree@gmail.com";"www.deviggelbree.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"58";"";"Apr 22 2009 02:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Apr  2 2018 10:22:06:140AM"
"224667";"De Viggel III (IV)";"De Viggel III (IV)";"YOUTH_ACCOMMODATION";"BASE";"GRUITRODERKIEZEL";"73";"";"3960";"Bree";"Bree";"limburgseKempen";"limburgseKempen";"236070.3210212888";"203007.0221813377";"51.131246";"5.597078";"+3289461248";"+32494846835";"";"viggelbree@gmail.com";"www.deviggelbree.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"80";"De Viggel III - cap. 50, De Viggel IV - cap. 30";"Apr 22 2009 02:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Apr  2 2018 10:22:06:140AM"
"227612";"De Vliekaert";"De Vliekaert";"GENERIC_ROOMS";"BASE";"VLIEKAERTSTRAAT";"9";"";"8810";"Lichtervelde";"Lichtervelde";"brugseOmmeland";"brugseOmmeland";"65393.5603463421";"188231.6464812635";"50.998669";"3.16223";"+32 51 74 43 73";"";"";"vakantiewoning@vliekaert.be";"http://www.vliekaert.be";"NOTIFIED";"";"Mar 31 2017 10:00:00:000PM";"";"";"";"15";"ADULT";"TVA";"15";"";"Oct  5 2006 02:00:00:000AM";"";"";"";"";"0";"0";"";"Sep 21 2018 12:40:03:410PM"
"219186";"De Vuurvogel";"De Vuurvogel";"YOUTH_ACCOMMODATION";"BASE";"Schotensteenweg";"80";"";"2960";"Brecht";"Brecht";"antwerpseKempen";"antwerpseKempen";"165858.15";"223713.7";"51.32299138078614";"4.596248687466799";"+3213772247";"+32476762118";"";"4692.scherpenheuvel@kerknet.be";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"A";"45";"";"Jul 12 2006 02:00:00:000AM";"";"";"";"";"0";"0";"";"Apr  2 2018 10:12:22:317AM"
"228554";"De Warande (1 & 2)";"De Warande (1 & 2)";"YOUTH_ACCOMMODATION";"BASE";"HEIRWEG";"132";"";"8500";"Kortrijk";"Kortrijk";"leieStreek";"leieStreek";"71929.35234059785";"171260.3599485382";"50.847047";"3.25893";"+3256277370";"+32";"";"warande@kortrijk.be";"www.kortrijk.be/warande";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"C";"130";"";"Nov 23 2006 01:00:00:000AM";"Oct  5 2006 02:00:00:000AM";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Apr  2 2018 10:16:10:010AM"
"211435";"De Waterman";"De Waterman";"YOUTH_ACCOMMODATION";"BASE";"WERKHUIZENSTRAAT";"3-5";"";"1080";"Sint-Jans-Molenbeek";"Sint-Jans-Molenbeek";"kunststadBrussel";"kunststadBrussel";"148233.9461922975";"171820.8943432327";"50.857322";"4.342405";"+3224116883";"+32";"";"waterman@jes.be";"www.dewaterman.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"C";"89";"";"Sep 29 2006 02:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Apr  2 2018 10:22:57:077AM"
"222277";"De Wiekslag";"De Wiekslag";"YOUTH_ACCOMMODATION";"BASE";"Heesstraat";"z/n";"";"3545";"Zelem";"Halen";"limburgseKempen";"limburgseKempen";"202089.21";"187583.88";"50.9961349646252";"5.11075753419979";"+32 13 33 63 52";"+32494488679";"";"nootvanmierlo@gmail.com";"http://www.cjt.be/boekingscentrale/fiche.aspx?nr=3021";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"72";"";"Mar 21 2006 01:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Apr  2 2018 10:11:33:757AM"
"210203";"De Wijngaard";"De Wijngaard";"GENERIC_ROOMS";"BASE";"Begijnhof";"22";"";"8000";"Brugge";"Brugge";"kunststadBrugge";"kunststadBrugge";"70005.13";"210805.7";"51.20166645649262";"3.224257560837657";"+32 50 33 00 11";"";"";"boekhoudingdewijngaard@gmail.com";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"";"";"";"";"";"";"ADULT";"NOT_ACKNOWLEDGED";"";"";"";"";"";"";"";"0";"0";"";"Apr  2 2018 09:54:22:620AM"
"230268";"De Wilduraan";"De Wilduraan";"YOUTH_ACCOMMODATION";"BASE";"GALGESTRAAT";"154";"";"3803";"Wilderen";"Sint-Truiden";"haspengouw";"haspengouw";"204664.8988548398";"168101.057037767";"50.821319";"5.143256";"";"+32477232898";"";"chris.vannitsen@telenet.be";"https://www.chirowilduraantjes.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"A";"150";"5 slaapzalen";"Dec  6 2012 01:00:00:000AM";"May 29 2008 02:00:00:000AM";"";"";"";"0";"0";"";"Apr  2 2018 10:07:18:257AM"
"226743";"De Winner - Hopper jeugdverblijf - Blokhut";"De Winner - Hopper jeugdverblijf - Blokhut";"YOUTH_ACCOMMODATION";"BASE";"WINNERSTRAAT";"40";"";"3900";"Overpelt";"Overpelt";"limburgseKempen";"limburgseKempen";"221100.5558498889";"207904.5539472708";"51.177297";"5.384209";"+32 11 64 01 86";"+32";"";"winner@hopper.be";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"A";"40";"";"Oct 25 2012 02:00:00:000AM";"Nov 21 2011 01:00:00:000AM";"";"";"";"0";"0";"";"Nov  9 2018 12:34:06:180PM"
"226738";"De Winner - Hopper jeugdverblijf - Boskant en Heikant";"De Winner - Hopper jeugdverblijf - Boskant en Heikant";"YOUTH_ACCOMMODATION";"BASE";"WINNERSTRAAT";"40";"";"3900";"Overpelt";"Overpelt";"limburgseKempen";"limburgseKempen";"221100.5558498889";"207904.5539472708";"51.177297";"5.384209";"";"+32";"";"winner@hopper.be";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"C";"127";"";"Dec 11 2013 01:00:00:000AM";"";"";"";"";"0";"0";"";"Nov  9 2018 12:34:06:180PM"
"212484";"De Witte Hoeve";"De Witte Hoeve";"YOUTH_ACCOMMODATION";"BASE";"VORSTSTRAAT";"130";"";"3271";"Zichem";"Scherpenheuvel-Zichem";"hageland";"hageland";"194852.7274560024";"191599.0029447582";"51.033374";"5.006887";"+3213776405";"+32497271299";"";"rummens.ann@telenet.be";"wwwjeugdverblijven.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"75";"";"Jan 22 2007 01:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Nov  9 2018 10:14:03:163AM"
"346344";"De Zebra";"De Zebra";"YOUTH_ACCOMMODATION";"BASE";"Ottogracht";"4";"";"9000";"Gent";"Gent";"kunststadGent";"kunststadGent";"105089.64";"194375.02";"51.0577866781376";"3.72817305762189";"+32 475 20 45 66";"";"";"annick_soetaert@telenet.be";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"C";"40";"";"Dec  7 2017 12:00:00:000AM";"";"";"";"";"0";"";"";"Nov  8 2018 01:29:07:237PM"
"346353";"De Zeebries (New Zeebries)";"De Zeebries (New Zeebries)";"YOUTH_ACCOMMODATION";"BASE";"DRIFTWEG";"5";"";"8450";"Bredene";"Bredene";"kust";"kust";"50596.75643513564";"215549.5963759217";"51.241823";"2.944031";"+32 59 27 65 00";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"";"";"";"";"";"1";"";"";"May 17 2018 01:58:02:190PM"
"346365";"De Zeebries 2 + 3";"De Zeebries 2 + 3";"YOUTH_ACCOMMODATION";"BASE";"STRANDJUTTERSLAAN";"10";"";"8670";"Oostduinkerke";"Koksijde";"kust";"kust";"30552.96812073342";"203199.3888325533";"51.127044";"2.66116";"+32 58 51 13 75";"";"";"info@dezeebries.be";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"Jan  3 2006 01:00:00:000AM";"";"";"";"";"1";"";"";"May 17 2018 02:08:04:550PM"
"346236";"Dekenaal Centrum De Rank";"Dekenaal Centrum De Rank";"YOUTH_ACCOMMODATION";"BASE";"TRAMSTRAAT";"74";"";"2300";"Turnhout";"Turnhout";"antwerpseKempen";"antwerpseKempen";"189178.2645428156";"223634.7352449279";"51.321723";"4.929454";"";"";"";"derank@pandora.be";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"";"";"";"";"";"1";"";"";"Jul  3 2018 09:03:02:820AM"
"221713";"Del Huzo";"Del Huzo";"YOUTH_ACCOMMODATION";"BASE";"Westendelaan";"24";"";"8430";"Middelkerke";"Middelkerke";"kust";"kust";"41679.52";"209435.06";"51.18473518922554";"2.819503382813413";"+3259300056";"+32495389868";"";"info@delhuzo.be";"https://www.delhuzo.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"286";"";"Oct  9 2006 02:00:00:000AM";"Oct  4 2006 02:00:00:000AM";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Sep 17 2018 11:19:04:737AM"
"229322";"Delvenhof I";"Delvenhof I";"YOUTH_ACCOMMODATION";"BASE";"RIETWEG";"41";"";"3950";"Kaulille";"Bocholt";"limburgseKempen";"limburgseKempen";"230636.5265982348";"208122.1184520237";"51.178";"5.520599";"";"+32495298773";"";"delvenhof@telenet.be";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"44";"";"Dec 19 2007 01:00:00:000AM";"Oct  4 2006 02:00:00:000AM";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Sep 13 2018 08:14:02:187AM"
"229321";"Delvenhof II";"Delvenhof II";"YOUTH_ACCOMMODATION";"BASE";"RIETWEG";"41";"";"3950";"Kaulille";"Bocholt";"limburgseKempen";"limburgseKempen";"230636.5265982348";"208122.1184520237";"51.178";"5.520599";"";"+32495298773";"";"delvenhof@telenet.be";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"40";"";"Dec 11 2008 01:00:00:000AM";"";"";"";"";"0";"0";"";"Sep 13 2018 08:14:02:187AM"
"346190";"Den 177";"Den 177";"YOUTH_ACCOMMODATION";"BASE";"HERENTALSEBAAN";"177";"";"2100";"Deurne";"Antwerpen";"kunststadAntwerpen";"kunststadAntwerpen";"156529.4322503053";"210977.1861261688";"51.209253";"4.460917";"+32 3 321 23 71";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"";"";"";"";"";"0";"";"";"Apr  2 2018 09:43:32:117AM"
"220548";"Den Bookhamer";"Den Bookhamer";"YOUTH_ACCOMMODATION";"BASE";"Gentsesteenweg";"334";"b";"9240";"Zele";"Zele";"scheldeland";"scheldeland";"123468.74053232";"193978.062338241";"51.05533792111748";"3.990377530780486";"";"+32497709999";"";"delausnayrene@hotmail.com";"http://www.cjt.be/boekingscentrale/fiche.aspx?nr=9061";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"45";"";"Feb 14 2006 01:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Sep 21 2018 09:45:02:717AM"
"226558";"Den Bosduiker (vroeger Wombat)";"Den Bosduiker (vroeger Wombat)";"YOUTH_ACCOMMODATION";"BASE";"IEPENSTRAAT";"78C";"c";"9100";"Sint-Niklaas";"Sint-Niklaas";"waasland";"waasland";"135043.9030885198";"207655.358442083";"51.179239";"4.153615";"+32 484 15 50 23";"";"";"olmenverhuur@gmail.com";"https://www.olmenverhuur.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"A";"60";"";"Feb 20 2006 01:00:00:000AM";"";"";"";"";"0";"0";"BASIC";"Nov 29 2018 07:23:05:103AM"
"346249";"Den Bunker";"Den Bunker";"YOUTH_ACCOMMODATION";"BASE";"Wemmelsesteenweg";"310";"";"1090";"Jette";"Jette";"kunststadBrussel";"kunststadBrussel";"146812.84";"174153.76";"50.8777432734381";"4.32346693895834";"";"";"";"groepsvoorzitter@scoutsjette.be";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"REVOKED";"";"";"";"";"";"";"";"0";"";"";"Oct 19 2018 09:26:01:407AM"
"219156";"Den Chiro Bijef (Jeugdverblijf Chiro Klein-Vorst)";"Den Chiro Bijef (Jeugdverblijf Chiro Klein-Vorst)";"YOUTH_ACCOMMODATION";"BASE";"LINDESTRAAT";"15";"a";"2430";"Vorst";"Laakdal";"antwerpseKempen";"antwerpseKempen";"198404.5561273994";"196896.6574151563";"51.080705";"5.05822";"";"+32";"";"hannethys@hotmail.com";"www.denchirobijef.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"A";"60";"";"Dec 12 2016 01:00:00:000AM";"Sep 17 2012 02:00:00:000AM";"";"";"";"0";"0";"BASIC";"Nov 21 2018 09:07:02:417AM"
"287592";"Den Everketel (Scouts en Gidsen Peutie)";"Den Everketel (Scouts en Gidsen Peutie)";"YOUTH_ACCOMMODATION";"BASE";"Peutiebosweg";"1";"";"1800";"Peutie";"Vilvoorde";"groeneGordel";"groeneGordel";"156285.58";"179548.23";"50.9262101515485";"4.45815535299295";"";"+32";"";"verhuur@scoutsengidsenpeutie.be";"https://www.scoutsengidsenpeutie.be/verhuur";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 11 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"A";"60";"";"Apr 16 2018 12:00:00:000AM";"Jul 16 2010 02:00:00:000AM";"";"";"";"0";"0";"";"Dec  7 2018 01:31:01:710PM"
"264578";"Den Tichel";"Den Tichel";"YOUTH_ACCOMMODATION";"BASE";"TICHELARIJSTRAAT";"110";"";"2300";"Turnhout";"Turnhout";"antwerpseKempen";"antwerpseKempen";"189929.0796899072";"224582.1161265895";"51.330186";"4.940328";"";"+32";"";"verhuur@akabeommekaar.be";"www.akabeommekaar.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Oct 19 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"ACKNOWLEDGED_BY_PRINCIPLE";"";"";"";"Jan 19 2009 01:00:00:000AM";"";"";"";"0";"0";"";"Oct 19 2018 07:34:02:750AM"
"225859";"Den Tybaert";"Den Tybaert";"YOUTH_ACCOMMODATION";"BASE";"Tybaertstraat";"1";"";"9170";"Sint-Gillis-Waas";"Sint-Gillis-Waas";"waasland";"waasland";"132109";"212072";"51.2183208231043";"4.11269196824662";"+3237707049";"+32";"";"fam.leten@telenet.be";"www.scoutssintjohannes.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 11 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"NOT_ACKNOWLEDGED";"";"";"";"";"";"";"";"0";"0";"";"Apr  2 2018 10:00:28:137AM"
"229232";"Diggie (kinder-en gezinsboerderij)";"Diggie (kinder-en gezinsboerderij)";"YOUTH_ACCOMMODATION";"BASE";"Diggieweg";"14";"";"9660";"Nederbrakel";"Brakel";"vlaamseArdennen";"vlaamseArdennen";"106142.22";"165732.32";"50.80039465778591";"3.746641951841447";"+3255422156";"+32";"";"info@diggie.be";"www.diggie.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"C";"41";"";"Sep 28 2005 02:00:00:000AM";"";"";"";"";"0";"0";"INFORMATION_AVAILABLE";"Apr  2 2018 10:07:25:397AM"
"380228";"Dikkebusvijververblijf";"Dikkebusvijververblijf";"YOUTH_ACCOMMODATION";"BASE";"Dikkebusvijverdreef";"21";"";"8908";"Vlamertinge";"Ieper";"westhoek";"westhoek";"";"";"";"";"+32 57 21 55 65";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Dec 21 2018 12:00:00:000AM";"";"";"";"";"";"YOUTH";"NOT_ACKNOWLEDGED";"";"";"";"";"";"";"";"0";"";"";"Dec 21 2018 09:13:03:153AM"
"261411";"Diocesaan Centrum Groenhove ";"Diocesaan Centrum Groenhove ";"GENERIC_ROOMS";"BASE";"BOSDREEF";"5";"";"8820";"Torhout";"Torhout";"brugseOmmeland";"brugseOmmeland";"63957.52711337779";"196167.1345149325";"51.069778";"3.139908";"+3250745600";"+32475315854";"";"groenhove@groenhove.net";"";"NOTIFIED";"Sep 18 2017 12:00:00:000AM";"Mar 31 2017 10:00:00:000PM";"";"";"";"112";"ADULT";"TVA";"112";"";"Jan 15 2016 01:00:00:000AM";"Apr 15 2015 02:00:00:000AM";"";"";"";"0";"";"";"Nov 20 2018 11:25:02:527AM"
"356994";"DOK27";"DOK27";"YOUTH_ACCOMMODATION";"BASE";"Stasegemsesteenweg";"27";"";"8530";"Harelbeke";"Harelbeke";"leieStreek";"leieStreek";"75500.9795946706";"170844.7821349809";"50.84378";"3.309722";"";"";"";"";"";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Dec  6 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"32";"";"Jan 16 2018 12:00:00:000AM";"";"";"";"";"0";"";"";"Apr  2 2018 09:51:04:300AM"
"211514";"Domein 'Aan de Plas'";"Domein 'Aan de Plas'";"HOSTEL";"BASE";"Blankenbergse Dijk";"73-75";"";"8000";"Brugge";"Brugge";"kunststadBrugge";"kunststadBrugge";"68362.19";"214274.86";"51.2326277205972";"3.19991002473449";"+32 50 45 00 56";"+32";"";"caroline@aandeplas.be";"https://www.aandeplas.be";"NOTIFIED";"";"Mar 31 2017 10:00:00:000PM";"";"";"96";"96";"YOUTH";"HOSTEL";"96";"";"Oct  9 2006 02:00:00:000AM";"Feb 27 2006 01:00:00:000AM";"";"";"";"0";"0";"BASIC";"Nov 20 2018 01:21:01:327PM"
"219466";"Domein Beverdonk - De Schildpadhoeve";"Domein Beverdonk - De Schildpadhoeve";"YOUTH_ACCOMMODATION";"BASE";"BEVERDONK";"1";"";"2470";"Retie";"Retie";"antwerpseKempen";"antwerpseKempen";"196131.2263766687";"215442.9422512865";"51.247584";"5.028136";"+3214373475";"+32498863251";"";"info@domeinbeverdonk.be";"https://www.domeinbeverdonk.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"48";"";"Nov 22 2005 01:00:00:000AM";"";"";"";"";"0";"0";"BASIC";"Nov 20 2018 01:27:38:293PM"
"219468";"Domein Beverdonk - De Waterval";"Domein Beverdonk - De Waterval";"YOUTH_ACCOMMODATION";"BASE";"BEVERDONK";"1";"";"2470";"Retie";"Retie";"antwerpseKempen";"antwerpseKempen";"196131.2263766687";"215442.9422512865";"51.247584";"5.028136";"+3214373475";"+32498863251";"";"info@domeinbeverdonk.be";"https://www.domeinbeverdonk.be";"NEVER_NOTIFIED_NOR_APPLIED_FOR_LICENSE";"Sep 13 2017 12:00:00:000AM";"";"";"";"";"";"YOUTH";"B";"28";"";"Feb  1 2008 12:00:00:000AM";"";"";"";"";"0";"0";"BASIC";"Nov 20 2018 01:27:38:293PM"
